ano,numero,disciplina,enunciado,alternativa_a,alternativa_b,alternativa_c,alternativa_d,gabarito,categoria_disciplina
2019,38,CONHECIMENTOS PROFISSIONAIS,"De acordo com as definições dadas pela Instrução Técnica nº 02/2017, 2ª Ed. assinale a alternativa INCORRETA:","A - Área de estacionamento: local destinado ao estacionamento de helicópteros, localizado dentro dos limites do heliporto ou heliponto.","B - Área construída: entende-se por área construída toda a área que possuir piso e teto construídos, pertencentes ao imóvel, compreendendo a área delimitada pelo perímetro interno das paredes externas, podendo ser excluídas as áreas destinadas a reservatórios, barriletes, elevadores, beirais, piscinas, shafts e similares e outras especificadas em instrução específica do Corpo de Bombeiros.","C - Área de refúgio: Local seguro que é utilizado temporariamente pelo usuário, acessado através das saídas de emergência de um setor ou setores, ficando entre este (s) e o logradouro público ou área externa com acesso aos setores.","D - Área total da edificação: somatória da área a construir e da área construída de uma edificação, em metros quadrados, devendo ser somada a área utilizável que for contabilizada para fins de definição de medidas de segurança.",B,Conhecimentos Profissionais
2019,39,CONHECIMENTOS PROFISSIONAIS,ANULADA:,A,B,C,D,ANULADA,Conhecimentos Profissionais
2019,40,CONHECIMENTOS PROFISSIONAIS,"Todas as afirmativas abaixo estão corretas segundo a Instrução Técnica nº 01/2018, 8ª Ed. EXCETO:",A - Não havendo compartimentação entre as ocupações serão considerados os parâmetros mais rigorosos de cada medida de segurança para toda a edificação ou área de risco.,"B - As edificações que possuam PSCIP apenas aprovado, ou que já possuam AVCB (projeto aprovado e liberado), deverão adaptar-se às medidas de segurança ""Brigada de Incêndio"", ""Iluminação de Emergência"", ""Sinalização de Emergência"", conforme previsão nas tabelas do anexo A.",C - As área destinada exclusivamente à instalação de torres de telefonia móvel estão isentas de medidas de segurança.,"D - As medidas ""Segurança Estrutural Contra Incêndio"", ""Alarme de Incêndio"" ou ""Sistema de Hidrantes"", quando exigidas, deverão ser projetadas exclusivamente na ocupação específica da edificação ou área de risco.",D,Conhecimentos Profissionais
2020,1,LEGISLAÇÃO BÁSICA,"A Lei Complementar nº 54/1999, dispõe sobre a Organização Básica do Corpo de Bombeiros Militar de Minas Gerais. Analise as afirmativas abaixo:

I - Os cursos de formação, aperfeiçoamento e especialização de Oficiais e Praças Bombeiros Militar serão realizados no Corpo de Bombeiros Militar de Minas Gerais ou em outras Corporações.
II - Compete ao CBMMG incentivar a criação de Bombeiros não militares e estipular as normas básicas de funcionamento e de padrão operacional.
III - Dentre as competências do CBMMG, consta: exercer a supervisão das atividades dos órgãos e das entidades civis que atuam em sua área de competência.
IV - São de caráter permanente a Comissão de Promoções de Oficiais, presidida pelo Comandante-Geral da Corporação, e a Comissão de Promoções de Praças, presidida pelo Chefe do Estado-Maior.

Das afirmativas apresentadas, assinale a opção CORRETA:",A - Apenas uma afirmativa é verdadeira.,B - Apenas duas afirmativas são verdadeiras.,C - Apenas uma afirmativa é falsa.,D - Todas as afirmativas são verdadeiras.,C,Legislação Básica
2020,2,LEGISLAÇÃO BÁSICA,"Um Cabo BM faleceu em decorrência de acidente em serviço. O militar era divorciado, tinha três filhos, sendo dois deles maior de idade e o outro incapaz. Os pais do militar são vivos e dependem economicamente do servidor. Nesse caso hipotético, e de acordo com o previsto na Resolução nº 40/2001, a quem será paga a Indenização Securitária:",A - Dividida entre os três filhos.,B - Ao filho incapaz.,C - À ex-mulher e aos três filhos.,D - Ao filho incapaz e aos pais.,B,Legislação Básica
2020,3,LEGISLAÇÃO BÁSICA,"Quanto aos procedimentos para a movimentação de militares no CBMMG, é INCORRETO afirmar:","A - O bombeiro militar que for movimentado deverá ser desligado da Unidade de origem no prazo máximo de 15 (quinze) dias úteis, contados a partir da respectiva publicação em Boletim.","B - Quando o militar for detentor de cargo administrativo que exija prestação de contas ou conferência patrimonial de bens sob sua responsabilidade, o prazo máximo para o desligamento será de 30 (trinta) dias, contados a partir da publicação em Boletim.","C - Fica proibida a concessão de férias ao militar movimentado, salvo se estiverem previstas e lançadas antes da publicação da movimentação.","D - São vedadas as movimentações quando inexistir claro no efetivo da Unidade ou Fração de destino, salvo no caso de permuta.",A,Legislação Básica
2020,4,LEGISLAÇÃO BÁSICA,"O Decreto nº 46.298/2013 regulamenta a Promoção de Praças das Instituições Militares do Estado de Minas Gerais (RPP). Analise as afirmativas abaixo:
I - Comissão de Promoção de Praças (CPP), designada pelo Comandante-Geral, é órgão consultivo, decisório e instrutivo, competindo-lhe organizar os Quadros de Acesso (QA) e emitir parecer sobre assuntos relativos às promoções de praças.
II - A CPP só poderá deliberar com a totalidade de seus membros, cujas decisões serão tomadas pela maioria de votos.
III - Os trabalhos da CPP são de caráter sigiloso.
IV - Os membros da CPP e o Secretário terão direito ao voto comum. O Presidente, além do voto comum, terá direito ao voto de qualidade.
Das afirmativas apresentadas, assinale a opção CORRETA:",A - Apenas uma afirmativa é verdadeira.,B - Apenas duas afirmativas são verdadeiras.,C - Apenas uma afirmativa é falsa.,D - Todas as afirmativas são verdadeiras.,B,Legislação Básica
2020,5,LEGISLAÇÃO BÁSICA,"Sobre a concessão e o pagamento de Ajuda de Custo no Corpo de Bombeiros Militar de Minas Gerais, assinale a opção CORRETA:","A - O militar, quando movimentado para cursos de interesse do CBMMG, com mudança de sede e desligamento da Unidade onde exerce suas atividades, com duração igual ou superior a 30 (trinta) dias e inferior a 03 (três) meses, terá direito a 01 (uma) Ajuda de Custo na ida e outra ao retornar.",B - As despesas com passagem e transporte do mobiliário do bombeiro militar estão incluídas na Ajuda de Custo e não serão pagas separadamente.,"C - O militar sempre que for transferido para a inatividade, perceberá 01 (uma) Ajuda de Custo, a requerimento, desde que vá residir em local diverso da sede onde servia.","D - O valor da Ajuda de Custo a ser paga ao bombeiro militar será correspondente ao vencimento do respectivo posto ou graduação, sendo irrelevantes, para esse fim, os casos de substituição temporária.",D,Legislação Básica
2020,6,LEGISLAÇÃO BÁSICA,"De acordo com a Resolução nº 426/2011, que trata sobre a designação e pagamento da Substituição Temporária, analise as afirmativas abaixo e marque a alternativa INCORRETA:","A - A substituição temporária, no caso de indisponibilidade do titular, deverá ocorrer com a acumulação das funções do substituto e substituído, exceto para as funções de Comandante de Unidade com autonomia administrativa.","B - Os militares pertencentes a frações destacadas não concorrem a substituições na sede da Unidade, exceto à do Comandante; do mesmo modo, os militares empregados na sede da Unidade não concorrem às substituições nas frações destacadas.","C - O militar da reserva designado para o serviço ativo, de qualquer posto ou graduação superior ao seu, na linha hierárquica, perceberá a diferença entre o seu vencimento e do posto/graduação que, legalmente, deve ser do titular do cargo/função.",D - A substituição temporária só poderá ocorrer quando existir claro na previsão de efetivo da Unidade ou vacância de cargo por indisponibilidade do titular.,C,Legislação Básica
2020,7,LEGISLAÇÃO BÁSICA,"De acordo com a Resolução nº 807/2018, analise as afirmativas e responda os itens abaixo com (V) para verdadeiro ou (F) para falso e marque a alternativa CORRETA:
( ) A Avaliação de Desempenho Individual (ADI) é a avaliação periódica do bombeiro militar, realizada anualmente, para a garantia da estabilidade (nos termos da Lei nº 5.301/1969) e cálculo para concessão do Adicional de Desempenho nos termos da norma em vigor.
( ) A Avaliação de Desempenho Individual (ADI) possui escala máxima de 100 pontos, divididos nos seguintes fatores de avaliação: 50 pontos para a Avaliação Anual de Desempenho e Produtividade (AADP), 30 pontos para o conceito disciplinar e 20 pontos Treinamento Profissional Básico (TPB).
( ) O TPB é a atividade bienal que visa à atualização e o aperfeiçoamento do bombeiro militar, com vistas ao cumprimento de suas missões constitucionais.
( ) Para fins de composição da ADI, a Avaliação Técnico-Profissional (ATP), o TAF e o Tiro Prático poderão ser substituídos pelo Exame de Desempenho Profissional (EDP), observado o disposto no art. 14 da Resolução nº 807/2018.",A - V; V; V; V.,B - V; V; F; V.,C - V; F; V; F.,D - F; V; F; V.,B,Legislação Básica
2020,8,LEGISLAÇÃO BÁSICA,"Considerando o que preconiza a Resolução nº 711/2017, que dispõe sobre o quantitativo mínimo de militares por viaturas, analise as afirmativas e responda os itens abaixo com (V) para verdadeiro e (F) para falso e assinale a alternativa CORRETA:

( ) Em ocorrências que haja necessidade de emprego de mais de uma viatura de uma fração e que o efetivo atual da fração seja menor que o quantitativo mínimo para o emprego simultâneo das mesmas, fica autorizado o emprego múltiplo com efetivo abaixo do previsto no anexo único, considerando a oportunidade, conveniência e segurança.
( ) As viaturas Auto Caçamba Elevatória (ACE), Auto Reboque (AR), Transporte Pesado de Pessoal (TPO) e Transporte de Representação (TR) poderão ser tripuladas apenas pelo motorista, desde que devidamente autorizado pela autoridade delegante, considerando a oportunidade, conveniência e segurança.
( ) O efetivo mínimo será de dois militares nas viaturas: Auto Jamanta (AJ) e Auto Plataforma Escada (APE), quando não houver ressalvas de efetivo no serviço operacional.
( ) As viaturas de Transporte de Carga (TC), o Veículo de Rota de Manutenção (VRM) e a Motocicleta Operacional (MO) poderão ser tripuladas apenas pelo motorista.",A - F; F; F; V.,B - V; F; F; V.,C - F; V; V; F.,D - V; V; V; V.,ANULADA,Legislação Básica
2020,9,LEGISLAÇÃO CRIMINAL E ADMINISTRATIVA-DISCIPLINAR,Assinale a única opção que NÃO se enquadra nas causas de justificação previstas na Lei nº 14.310/2002 - Código de Ética e Disciplina dos Militares do Estado de Minas Gerais (CEDM/MG):,A - Ter sido cometida a transgressão sob coação irresistível.,B - Ter sido cometida a transgressão em estado de necessidade.,C - Ter sido cometida a transgressão em obediência a qualquer ordem de superior hierárquico.,D - Ter sido cometida a transgressão em legítima defesa de outrem.,C,Legislação Criminal e Administrativa Disciplinar
2020,10,LEGISLAÇÃO CRIMINAL E ADMINISTRATIVA-DISCIPLINAR,"Observe as afirmativas abaixo e responda o que se pede sobre a Resolução nº 810/2018, que dispõe sobre o Treinamento Profissional Básico no CBMMG:
I - É a atividade que visa à atualização e o aperfeiçoamento do bombeiro militar, com vistas ao cumprimento de suas missões constitucionais.
II - É aplicado aos Bombeiros Militares reprovados na Avaliação Técnica Profissional (ATP), nas provas às quais não houve o aproveitamento mínimo exigido.
III - Visa à capacitação do Bombeiro Militar para o desempenho das atividades básicas, operacionais e administrativas e a preparação para submissão à ATP.
IV - Tem por finalidade assegurar ao Bombeiro Militar conhecimentos básicos e condicionamento físico necessários ao exercício de suas funções.

Assinale a alternativa que identifica CORRETAMENTE os treinamentos acima apresentados sequencialmente:","A - Treinamento Profissional Básico (TPB), Treinamento Técnico Específico (TTE), Treinamento Técnico (TT), Treinamento Técnico em Serviço (TTS).","B - Treinamento Técnico em Serviço (TTS), Treinamento Técnico Específico (TTE), Treinamento Técnico (TT), Treinamento Profissional Básico (TPB).","C - Treinamento Profissional Básico (TPB), Treinamento Técnico Específico (TTE), Treinamento Técnico em Serviço (TTS), Treinamento Técnico (TT).","D - Treinamento Profissional Básico (TPB), Treinamento Técnico (TT), Treinamento Técnico Específico (TTE), Treinamento Técnico em Serviço (TTS).",A,Legislação Criminal e Administrativa Disciplinar
2020,11,LEGISLAÇÃO CRIMINAL E ADMINISTRATIVA-DISCIPLINAR,"No que se refere aos Crimes de Trânsito, do Código de Trânsito Brasileiro (Lei n. 9.503/1997), marque a opção CORRETA:",A - Nunca será aplicado o Código Penal e Código de Processo Penal nos Crimes de Trânsito.,"B - A penalidade a ser aplicada não será agravada se o condutor do veículo tiver cometido a infração utilizando o veículo sem placa, com placa falsa ou adulterada.","C - Ao condutor de veículo, nos casos de acidentes de trânsito de que resulte vítima, não se imporá a prisão em flagrante e nem se exigirá fiança, se prestar pronto e integral socorro à vítima.","D - Não será punido pelo Código de Trânsito Brasileiro aquele que agir inovando artificiosamente, em caso de acidente automobilístico com vítima (na pendência do respectivo procedimento policial preparatório, inquérito policial ou processo penal), o estado de lugar, de coisa ou de pessoa, a fim de induzir a erro o agente policial, o perito, ou juiz.",C,Legislação Criminal e Administrativa Disciplinar
2020,12,LEGISLAÇÃO CRIMINAL E ADMINISTRATIVA-DISCIPLINAR,"Consoante ao disposto no Código de Processo Penal Militar (Decreto-Lei nº 1.002/1969), marque a alternativa INCORRETA:","A - A autoridade militar não pode mandar arquivar autos de inquérito policial militar, embora conclusivo da inexistência de crime ou de inimputabilidade do indiciado.","B - A restituição de coisa apreendida pode ser ordenada pela autoridade policial militar, mediante termo nos autos, desde que a coisa não seja irrestituível, não interesse mais ao processo e não exista dúvida quanto ao direito do reclamante.",C - A busca pessoal em mulher sempre será feita por outra mulher.,D - O presidente de inquérito policial militar pode realizar busca domiciliar sem mandado.,ANULADA,Legislação Criminal e Administrativa Disciplinar
2020,13,LEGISLAÇÃO CRIMINAL E ADMINISTRATIVA-DISCIPLINAR,"No que se refere aos Atos de Improbidade Administrativa (Lei nº 8.429/1992), marque a opção CORRETA:","A - Quando a ação de Improbidade Administrativa cometida pelo agente público sofrer prescrição, ele não será obrigado a ressarcir os danos causados ao erário.","B - Ocorrendo lesão ao patrimônio público por ação culposa do agente público, não haverá o ressarcimento integral do dano.","C - O sargento chefe do Almoxarifado que utiliza a motosserra pertencente à Unidade do CBMMG para realizar a poda de uma árvore em sua residência, no horário de folga, comete improbidade administrativa.","D - No caso de enriquecimento ilícito, o agente público ou terceiro beneficiário não perderá os bens ou valores acrescidos ao seu patrimônio.",C,Legislação Criminal e Administrativa Disciplinar
2020,14,LEGISLAÇÃO CRIMINAL E ADMINISTRATIVA-DISCIPLINAR,"No que se refere às sanções penais e administrativas derivadas de condutas e atividades lesivas ao meio ambiente (Lei nº 9.605/1998), marque a opção CORRETA:","A - Um sargento instrutor poderá, para fins estritamente didáticos, realizar experiência de qualquer tipo com animal vivo, para exemplificar, na prática, uma instrução.","B - Uma guarnição no deslocamento para atendimento de uma ocorrência, que se deparar com um cidadão provocando incêndio em mata, não deverá adotar qualquer atitude além de apagar o incêndio causado.","C - Os militares do CBMMG poderão utilizar, nos horários de folga, motosserra sem licença ou registro da autoridade competente para executar o corte de árvore em mata localizada em terreno particular, pois por serem integrantes do CBMMG não há necessidade de registro ou licença para utilização desse equipamento fora do horário de serviço.","D - No caso de condutas e atividades lesivas ao meio ambiente, a responsabilidade das pessoas jurídicas não exclui a das pessoas físicas, autoras, coautoras ou partícipes do mesmo fato.",D,Legislação Criminal e Administrativa Disciplinar
2020,15,LEGISLAÇÃO CRIMINAL E ADMINISTRATIVA-DISCIPLINAR,"Conforme previsto no Código Penal Brasileiro (Decreto-Lei nº 2.842/1940), NÃO se pode afirmar que:","A - A execução de pena privativa de liberdade, não superior a 2 (dois) anos, pode ser suspensa por 2 (dois) a 4 (quatro) anos.","B - Salvo nos casos expressos em lei, ninguém pode ser punido por fato previsto como crime, senão quando a prática dolosamente.","C - O querelado que, antes da sentença, se retrata cabalmente da calúnia ou da difamação, fica isento de pena.","D - A perda do cargo, função pública ou mandado eletivo é um efeito automático da condenação penal.",D,Legislação Criminal e Administrativa Disciplinar
2020,16,LEGISLAÇÃO CRIMINAL E ADMINISTRATIVA-DISCIPLINAR,"Com base na Lei Complementar nº 59/2001, marque a alternativa CERTA:","A - Compete aos Conselhos Especiais e Permanentes de Justiça decretar a prisão preventiva do acusado, revogá-la ou restabelecê-la, no curso do processo, exceto nos casos de crimes militares praticados contra civis.","B - Se houver concurso de agentes da Polícia Militar e do Corpo de Bombeiros Militar no mesmo processo, o Conselho Justiça será constituído por um Juiz de Direito do Juízo Militar, que exercerá a sua presidência, por um oficial superior e por três oficiais de posto até Capitão, das respectivas corporações.",C - A Justiça Militar Estadual é constituída em primeiro grau pelos Juízes de Direito do Juízo Militar e em segundo grau pelos Conselhos Permanente e Especial do Tribunal de Justiça Militar.,"D - O Conselho Permanente de Justiça tem a competência de processar e julgar as praças, exceto as praças especiais, nos crimes militares definidos em Lei, exceto os crimes militares cometidos contra civis.",A,Legislação Criminal e Administrativa Disciplinar
2020,17,LEGISLAÇÃO CRIMINAL E ADMINISTRATIVA-DISCIPLINAR,"Nos termos da Instrução Conjunta de Corregedoria (ICC PM/BM) nº 01/2014, que estabelece a padronização sobre as atividades administrativas e disciplinares no âmbito da PMMG e do CBMMG, pode-se afirmar que:","A - Por uma única conduta ilícita, o militar pode ser responsabilizado na esfera cível ou administrativa disciplinar, independente da decisão da esfera penal.","B - São conexas as transgressões praticadas pelo mesmo militar, ao mesmo tempo e lugar.","C - No caso de deserção, quando da captura ou apresentação do militar infrator, deve a Autoridade Militar, submetê-lo a Processo Administrativo Disciplinar (PAD) ou a Processo Administrativo Disciplinar Sumário (PADS), visto tratar-se de ato atentatório à honra pessoal e ao decoro da classe.","D - Non bis in idem é o instituto jurídico que veda a dupla punição em esferas diferentes (penal, civil ou administrativo disciplinar) pelo mesmo ato ilícito.",C,Legislação Criminal e Administrativa Disciplinar
2020,18,LEGISLAÇÃO CRIMINAL E ADMINISTRATIVA-DISCIPLINAR,"Segundo o Decreto Estadual nº 42.843/2002, marque a alternativa ERRADA:","A - Nos procedimentos determinados pelo Comandante-Geral, Chefe do Estado-Maior ou por titular de Unidade de Direção Intermediária, em que se verificar a prática de transgressão disciplinar, deve ser ouvido o CEDMU onde o militar for lotado.",B - O membro de um CEDMU que estiver no exercício do seu encargo e for punido disciplinarmente será imediatamente substituído.,C - Nenhum militar pode compor mais de um CEDMU simultaneamente.,"D - O militar designado para fazer parte do CEDMU deve estar, no mínimo, no conceito ""B"", sem pontuação negativa.",ANULADA,Legislação Criminal e Administrativa Disciplinar
2020,19,LEGISLAÇÃO CRIMINAL E ADMINISTRATIVA-DISCIPLINAR,"À luz do Código Penal Militar (Decreto-Lei nº 1.001/1969), marque a alternativa CORRETA:",A - Um civil pode ficar sujeito a cumprir pena em penitenciária militar.,"B - A lei posterior que, de qualquer outro modo, favorece o agente aplica-se retroativamente, somente se não tiver sobrevindo sentença condenatória irrecorrível.",C - Um civil não pode cometer um crime militar.,D - A pena de morte não é prevista na legislação penal militar.,A,Legislação Criminal e Administrativa Disciplinar
2020,20,LEGISLAÇÃO CRIMINAL E ADMINISTRATIVA-DISCIPLINAR,"No que se refere à Prisão em Flagrante pela prática de crime militar, assinale a opção INCORRETA:",A - A captura se fará pela simples voz de prisão.,"B - Qualquer pessoa poderá e os militares deverão prender quem for insubmisso ou desertor, ou seja, encontrado em flagrante delito.","C - Nas infrações permanentes, considera-se o agente em flagrante delito enquanto não cessar a permanência.","D - Mesmo que a autoridade militar ou judiciária verifique a manifesta inexistência de infração penal militar ou a não participação da pessoa conduzida, deverá assim mesmo manter a prisão.",D,Legislação Criminal e Administrativa Disciplinar
2020,21,CONHECIMENTOS PROFISSIONAIS,"De acordo com as prescrições da Lei Estadual nº 22.839/2018, assinale a alternativa INCORRETA:","A - O CBMMG realizará a avaliação dos voluntários, dos profissionais e das instituições civis que exerçam atividades em sua área de competência, para fins de credenciamento.","B - Nas situações em que o CBMMG atue em conjunto com voluntários, profissionais ou instituições civis, a coordenação e a direção das ações caberão, salvo disposição em contrário, ao CBMMG.","C - O bombeiro militar da reserva, independentemente de sua unidade federativa, não necessitará realizar curso nos centros de formação para exercer atividades na área de competência do CBMMG.",D - A contratação de profissionais e instituições civis não credenciados para o exercício de atividades na área de competência do CBMMG constitui infração sujeita a sanção administrativa.,B,Conhecimentos Profissionais
2020,22,CONHECIMENTOS PROFISSIONAIS,"De acordo com as prescrições da Instrução Técnica nº 01, assinale as afirmativas verdadeiras e em seguida marque a resposta CORRETA:

I - As edificações, áreas de risco e as empresas serão classificadas conforme o grau de risco em: alto risco de incêndio e pânico e baixo risco de incêndio e pânico.
II - O Processo de Segurança contra Incêndio e Pânico apresentado na forma de Projeto Técnico Simplificado não será objeto de análise para aprovação, sendo necessária apenas a solicitação de vistoria para fins de emissão de AVCB.
III - O AVCB tem validade de 1 (um) ano para os locais de reunião de público e 3 (três) anos para as demais ocupações, desde que a edificação ou área de risco permaneça com as medidas de segurança contra incêndio e pânico previstas no projeto em condições de utilização e manutenção adequadas.
IV - Não há prazo que limite a apresentação de Reconsideração de Ato (RDA) em caso de discordância de ato praticado pelo CBMMG.","A - Apenas as alternativas I, II e IV estão corretas.","B - Apenas as alternativas I, III e IV estão corretas.","C - Apenas as alternativas II, III e IV estão corretas.",D - Todas as alternativas estão corretas.,A,Conhecimentos Profissionais
2020,23,CONHECIMENTOS PROFISSIONAIS,"Assinale a alternativa CORRETA, considerando o contido na Portaria nº 33/2018:",A - O bombeiro militar da reserva não precisa se credenciar junto ao CBMMG para atuar como instrutor de brigadistas.,B - Aquele que tiver interesse em se credenciar como instrutor de brigadistas ou instrutor de guarda-vidas civil deverá realizar o respectivo curso de formação em instituição civil previamente credenciada junto ao CBMMG.,"C - A interdição, combinada com multa de 1.000 UFEMG, será aplicada às instituições civis que façam uso de uniformes, distintivos, emblemas, brevês, veículos e equipamentos em desacordo com o disposto na Portaria nº 33.","D - O brigadista orgânico, florestal e guarda-vidas civil poderá também ser formado pelas Unidades do CBMMG, desde que seja oportuno e conveniente para a Corporação.",D,Conhecimentos Profissionais
2020,24,CONHECIMENTOS PROFISSIONAIS,"Assinale a alternativa CORRETA, no que se refere à responsabilidade pela confecção do REDS, conforme prescrições da Instrução Técnica Operacional nº 25:","A - A confecção do Relatório de Explosão e Incêndio (REI) é responsabilidade do Chefe da GUBM de 1º Socorro que iniciou o atendimento da ocorrência ou do CBU, caso este tenha realizado a coordenação direta do atendimento.","B - A confecção do Relatório de Busca e Salvamento (RBS) é responsabilidade do Chefe da GUBM de 1º Salvamento mais antigo no local da ocorrência ou do CBU, caso este tenha realizado a coordenação direta do atendimento.","C - A confecção do Relatório de Atendimento Pré-Hospitalar (RAPH) é responsabilidade do Chefe da GUBM de Resgate (UR) ou do CBU, caso este tenha realizado a coordenação direta do atendimento.","D - A confecção do Relatório de Ocorrência Simplificado (ROS) é responsabilidade do Chefe da GUBM que iniciou o atendimento da ocorrência ou do CBU, caso este tenha realizado a coordenação direta do atendimento.",A,Conhecimentos Profissionais
2020,25,CONHECIMENTOS PROFISSIONAIS,"Durante uma atividade de prevenção aquática em balneário, um soldado BM utilizou o apito sinalizando com dois silvos longos. Conforme a Instrução Técnica Operacional nº 18, o militar tinha a intenção de:",A - Chamar a atenção de um banhista.,B - Sinalizar que ocorreu uma emergência maior e que necessitava de dois ou mais guarda-vidas para auxiliá-lo.,C - Que a atividade aquática deveria ser interrompida.,"D - As alternativas ""B"" e ""C"" estão corretas.",ANULADA,Conhecimentos Profissionais
2020,26,CONHECIMENTOS PROFISSIONAIS,"O soldado BM, durante uma operação de mergulho, queixou-se de uma forte dor de dente. Imediatamente o militar foi encaminhado pelo chefe da guarnição a uma unidade hospitalar, sendo diagnosticado pelo médico como barotrauma dental. Sobre o fato ocorrido, pode-se afirmar que:",A - O barotrauma dental não é classificado como acidente de mergulho.,B - O barotrauma dental é classificado como um dos efeitos diretos da pressão.,C - O barotrauma dental é classificado como um dos efeitos indiretos da pressão.,D - Nenhuma das alternativas acima está correta.,B,Conhecimentos Profissionais
2020,27,CONHECIMENTOS PROFISSIONAIS,"Analise as afirmativas abaixo, referentes à ITO n° 11 (Prevenção e Combate aos Incêndios Florestais):
I - É vedado o combate aos incêndios florestais no período noturno.
II - A tropa deve ser dividida em grupos de no mínimo 03 (três) pessoas, sob o comando de 01 (um) graduado.
III - O combate direto ao incêndio deve ser iniciado, sempre que possível, dos flancos para frente do incêndio.
IV - Nunca deve ser utilizada a técnica de fogo contra fogo para queimar o combustível não queimado entre o aceiro e a borda do fogo.

Das afirmativas apresentadas, assinale a opção CORRETA:",A - Apenas uma afirmativa é falsa.,B - Apenas duas afirmativas são falsas.,C - Apenas uma afirmativa é verdadeira.,D - Todas as afirmativas são falsas.,C,Conhecimentos Profissionais
2020,28,CONHECIMENTOS PROFISSIONAIS,"De acordo com a Instrução Técnica n° 26 (Captura de Animais), assinale a alternativa CORRETA:","A - Deve-se evitar segurar os animais apenas por uma pata, asa, bico ou braço.",B - O fogo não pode ser usado para deter o ataque de um animal.,C - O alimento não pode ser usado para atrair e acalmar o animal.,"D - As roupas a serem utilizadas pelo bombeiro devem ser de cores chamativas para atrair o animal, além de permitirem movimentos livres.",A,Conhecimentos Profissionais
2020,29,CONHECIMENTOS PROFISSIONAIS,"Ao utilizar o método START para classificação de prioridade das vítimas em um capotamento de ônibus, o sargento BM verificou que um dos passageiros (adulto) apresentava os seguintes parâmetros vitais: perfusão capilar menor ou igual a dois segundos, obedecia a comandos simples e 27 IRPM (incursões respiratórias por minuto). Diante do quadro apresentado, marque a alternativa CORRETA quanto à ordem de prioridade no atendimento à vítima:",A - Prioridade 1.,B - Prioridade 2.,C - Prioridade 4.,D - Sem prioridade.,B,Conhecimentos Profissionais
2020,30,CONHECIMENTOS PROFISSIONAIS,"Considerando as medidas de segurança para instalação de centrais de GLP, em teto, laje ou terraço de edificações, é INCORRETO afirmar:","A - É admitido o transporte de recipientes trocáveis no interior da edificação, para utilização na central de GLP.",B - Somente podem ser instaladas em locais que não disponham de área tecnicamente adequada no nível de acesso principal à edificação.,C - Somente poderão ser executadas se atenderem às Normas Técnicas Brasileiras de Construção Civil.,D - O teto ou laje de cobertura onde for(em) instalado(s) o(s) recipiente(s) deve ser dimensionado para suportar o(s) recipiente(s) cheio(s) com água.,A,Conhecimentos Profissionais
2020,31,CONHECIMENTOS PROFISSIONAIS,"Em atendimento de ocorrência de afogado, o guarda-vidas verificou que a vítima apresentava-se agitada, com taquicardia e hipotensão, além de ter ingerido uma importante quantidade de água. Indique qual foi o grau de afogamento apresentado pelo banhista:",A - GRAU 1.,B - GRAU 3.,C - GRAU 4.,D - GRAU 6.,ANULADA,Conhecimentos Profissionais
2020,32,CONHECIMENTOS PROFISSIONAIS,"Conforme o Manual de Salvamento em Altura (Volume II e Sistema de Redução de Força), fazem parte das maneiras mais comuns de se garantir a segurança nas operações de Salvamento em Alturas, EXCETO:","A - Sempre que se estiver trabalhando em locais elevados, como por exemplo, peitoril de janelas e parapeitos de edifícios, o homem deve estar preso a um ponto fixo, por meio de um cabo solteiro ou fita tubular.",B - Nunca deve ser permitida a ajuda ou interferência da vítima no processo de salvamento.,C - Nunca se deve permitir que apenas um elemento execute a operação.,"D - Nunca alterar os procedimentos operacionais, sem prévio conhecimento dos integrantes da guarnição.",B,Conhecimentos Profissionais
2020,33,CONHECIMENTOS PROFISSIONAIS,"De acordo com as prescrições da Instrução Técnica Operacional nº 11 - Prevenção e Combate aos Incêndios Florestais, assinale a alternativa INCORRETA:","A - Os flancos geralmente avançam com lentidão e nestes casos, constituem o melhor ponto para se iniciar o combate ao incêndio.",B - A largura de um aceiro deve respeitar a proporção de uma vez e meia a altura da vegetação mais alta presente no incêndio.,"C - O combate à noite, horário em que as condições são mais favoráveis ao ataque e controle do incêndio, somente poderá ser interrompido se oferecer risco para as Gu BM empenhadas no sinistro.","D - Quando houver recursos de combate aéreos, a utilização destes recursos deve priorizar os locais de acesso mais difíceis e os pontos de risco mais sensíveis.",B,Conhecimentos Profissionais
2020,34,CONHECIMENTOS PROFISSIONAIS,"Quanto ao que preconiza a Instrução Técnica Operacional nº 23 - Protocolo de APH - 2ª edição, são condutas a serem tomadas, conforme o grau de afogamento na avaliação secundária, EXCETO:","A - Afogamento Grau 4: Oxigênio por máscara de não reinalação a 15 litros/min no local do acidente, observe a respiração com atenção, utilize o oxímetro de pulso, posição lateral de segurança sobre o lado direito, encaminhar ao Hospital.",B - Afogamento Grau 1: Avalie visualmente e libere do local.,"C - Afogamento Grau 3: Oxigênio a 15 litros/min, com máscara de não reinalação, posição lateral de segurança sobre o lado direito, encaminhar ao Hospital.","D - Afogamento Grau 2: Oxigênio a 5 litros/min, com cateter nasal, aquecimento corporal, repouso e tranquilizar a vítima, encaminhar ao Hospital.",B,Conhecimentos Profissionais
